# tag=e98304_s2 N=98304 epochs=20000 mut=262144 rngseed=2 seedfrac=0.000
# epoch	selfcopy%	entropy4
0	0.000	0.9972
25	0.000	0.9937
50	0.000	0.9925
75	0.000	0.9897
100	0.000	0.9874
125	0.000	0.9854
150	0.000	0.9845
175	0.000	0.9830
200	0.000	0.9817
225	0.000	0.9785
250	0.000	0.9765
275	0.000	0.9758
300	0.000	0.9758
325	0.000	0.9758
350	0.000	0.9722
375	0.050	0.9719
400	0.000	0.9716
425	0.000	0.9664
450	0.000	0.9698
475	0.000	0.9706
500	0.000	0.9669
525	0.050	0.9661
550	0.000	0.9677
575	0.000	0.9682
600	0.000	0.9679
625	0.000	0.9649
650	0.000	0.9633
675	0.000	0.9631
700	0.050	0.9641
725	0.000	0.9653
750	0.050	0.9629
775	0.000	0.9608
800	0.000	0.9639
825	0.000	0.9619
850	0.000	0.9604
875	0.000	0.9607
900	0.000	0.9616
925	0.050	0.9605
950	0.000	0.9607
975	0.000	0.9578
1000	0.000	0.9590
1025	0.000	0.9554
1050	0.000	0.9568
1075	0.000	0.9599
1100	0.050	0.9585
1125	0.000	0.9593
1150	0.000	0.9566
1175	0.000	0.9598
1200	0.000	0.9563
1225	0.000	0.9536
1250	0.050	0.9537
1275	0.000	0.9560
1300	0.000	0.9555
1325	0.000	0.9575
1350	0.000	0.9538
1375	0.000	0.9567
1400	0.050	0.9557
1425	0.000	0.9545
1450	0.000	0.9534
1475	0.000	0.9528
1500	0.000	0.9547
1525	0.000	0.9548
1550	0.000	0.9529
1575	0.050	0.9560
1600	0.050	0.9553
1625	0.050	0.9539
1650	0.100	0.9521
1675	0.000	0.9543
1700	0.000	0.9545
1725	0.000	0.9560
1750	0.000	0.9540
1775	0.050	0.9523
1800	0.000	0.9546
1825	0.050	0.9520
1850	0.000	0.9519
1875	0.000	0.9541
1900	0.000	0.9521
1925	0.000	0.9506
1950	0.050	0.9483
1975	0.000	0.9530
2000	0.000	0.9505
2025	0.000	0.9505
2050	0.000	0.9503
2075	0.000	0.9510
2100	0.000	0.9474
2125	0.000	0.9517
2150	0.000	0.9531
2175	0.000	0.9496
2200	0.000	0.9527
2225	0.050	0.9495
2250	0.000	0.9513
2275	0.000	0.9533
2300	0.000	0.9527
2325	0.050	0.9517
2350	0.000	0.9499
2375	0.000	0.9494
2400	0.000	0.9504
2425	0.000	0.9514
2450	0.050	0.9518
2475	0.050	0.9514
2500	0.000	0.9514
2525	0.000	0.9527
2550	0.050	0.9522
2575	0.000	0.9494
2600	0.000	0.9508
2625	0.000	0.9514
2650	0.000	0.9560
2675	0.000	0.9513
2700	0.000	0.9517
2725	0.050	0.9527
2750	0.000	0.9517
2775	0.000	0.9545
2800	0.000	0.9547
2825	0.000	0.9528
2850	0.050	0.9530
2875	0.000	0.9524
2900	0.050	0.9535
2925	0.000	0.9541
2950	0.000	0.9538
