# tag=p163840_s1 N=163840 epochs=8000 mut=262144 rngseed=1 seedfrac=0.000
# epoch	selfcopy%	entropy4
0	0.000	0.9979
25	0.000	0.9943
50	0.000	0.9926
75	0.000	0.9890
100	0.000	0.9879
125	0.050	0.9876
150	0.000	0.9841
175	0.000	0.9826
200	0.000	0.9818
225	0.000	0.9822
250	0.000	0.9794
275	0.000	0.9795
300	0.000	0.9776
325	0.050	0.9751
350	0.050	0.9747
375	0.000	0.9745
400	0.000	0.9738
425	0.000	0.9733
450	0.050	0.9694
475	0.000	0.9683
500	0.000	0.9695
525	0.000	0.9687
550	0.050	0.9673
575	0.000	0.9679
600	0.000	0.9661
625	0.000	0.9691
650	0.000	0.9643
675	0.000	0.9623
700	0.000	0.9650
725	0.100	0.9635
750	0.000	0.9635
775	0.050	0.9631
800	0.000	0.9633
825	0.000	0.9617
850	0.000	0.9638
875	0.000	0.9643
900	0.050	0.9596
925	0.000	0.9609
950	0.000	0.9618
975	0.050	0.9619
1000	0.000	0.9608
1025	0.000	0.9602
1050	0.000	0.9584
1075	0.000	0.9617
1100	0.000	0.9608
1125	0.000	0.9595
1150	0.000	0.9606
1175	0.050	0.9599
1200	0.000	0.9605
1225	0.000	0.9582
1250	0.050	0.9570
1275	0.000	0.9576
1300	0.000	0.9599
1325	0.050	0.9542
1350	0.050	0.9570
1375	0.000	0.9572
1400	0.000	0.9570
1425	0.000	0.9582
1450	0.000	0.9569
1475	0.000	0.9570
1500	0.000	0.9548
1525	0.050	0.9569
1550	0.000	0.9551
1575	0.000	0.9569
1600	0.000	0.9583
1625	0.000	0.9562
1650	0.050	0.9524
1675	0.000	0.9561
1700	0.050	0.9557
1725	0.000	0.9558
1750	0.000	0.9570
1775	0.000	0.9549
1800	0.000	0.9547
1825	0.000	0.9546
1850	0.000	0.9530
1875	0.000	0.9536
1900	0.000	0.9530
1925	0.000	0.9552
1950	0.000	0.9542
1975	0.050	0.9544
2000	0.000	0.9536
2025	0.050	0.9554
2050	0.000	0.9530
2075	0.000	0.9535
2100	0.000	0.9531
2125	0.000	0.9548
2150	0.000	0.9519
2175	0.000	0.9562
2200	0.000	0.9549
2225	0.000	0.9538
2250	0.000	0.9523
2275	0.000	0.9535
2300	0.000	0.9516
2325	0.000	0.9501
2350	0.000	0.9525
2375	0.000	0.9538
2400	0.050	0.9512
2425	0.000	0.9527
2450	0.000	0.9522
2475	0.000	0.9531
2500	0.000	0.9514
2525	0.000	0.9516
2550	0.000	0.9536
2575	0.050	0.9522
2600	0.050	0.9525
2625	0.000	0.9536
2650	0.000	0.9528
2675	0.000	0.9535
2700	0.000	0.9529
2725	0.050	0.9540
2750	0.000	0.9531
2775	0.000	0.9553
