# tag=e2p17_s5 N=131072 epochs=8000 mut=262144 rngseed=5 seedfrac=0.000
# epoch	selfcopy%	entropy4
0	0.050	0.9972
25	0.000	0.9938
50	0.000	0.9913
75	0.000	0.9890
100	0.000	0.9876
125	0.000	0.9868
150	0.000	0.9844
175	0.000	0.9811
200	0.050	0.9813
225	0.000	0.9780
250	0.000	0.9768
275	0.000	0.9809
300	0.000	0.9785
325	0.050	0.9745
350	0.000	0.9748
375	0.000	0.9730
400	0.100	0.9743
425	28.750	0.7872
450	35.150	0.6338
475	30.650	0.6456
500	26.250	0.6638
525	21.100	0.6799
550	19.700	0.6918
575	17.950	0.7064
600	15.500	0.7203
625	14.650	0.7301
650	12.050	0.7403
675	11.300	0.7516
700	11.150	0.7603
725	9.600	0.7658
750	9.800	0.7703
775	7.800	0.7807
800	6.450	0.7855
825	6.200	0.7916
850	6.100	0.7949
875	5.500	0.8048
900	4.600	0.8091
925	4.750	0.8131
950	3.650	0.8174
975	5.050	0.8214
1000	3.800	0.8257
1025	3.350	0.8315
1050	3.200	0.8351
1075	2.450	0.8360
1100	2.600	0.8389
1125	2.800	0.8398
1150	2.600	0.8337
1175	2.500	0.8148
1200	2.950	0.8118
1225	8.750	0.8001
1250	70.700	0.5545
1275	77.650	0.6371
1300	84.950	0.6248
1325	91.000	0.6079
1350	95.400	0.6000
1375	95.100	0.5895
1400	96.500	0.5846
1425	95.950	0.5876
1450	96.400	0.5921
1475	96.750	0.5954
1500	95.850	0.5973
1525	97.100	0.6018
1550	96.300	0.6041
1575	97.300	0.6072
1600	96.100	0.6094
1625	97.450	0.6109
1650	97.200	0.6155
1675	97.200	0.6184
1700	96.200	0.6236
1725	97.350	0.6262
1750	97.250	0.6278
1775	96.950	0.6353
1800	96.700	0.6407
1825	97.650	0.6416
1850	96.500	0.6451
1875	96.350	0.6472
1900	97.350	0.6526
1925	97.150	0.6534
1950	96.450	0.6566
1975	96.600	0.6569
2000	96.550	0.6608
2025	97.500	0.6584
2050	97.250	0.6607
2075	96.950	0.6642
2100	97.500	0.6659
2125	96.850	0.6697
2150	97.350	0.6729
2175	97.600	0.6746
2200	96.750	0.6802
2225	97.400	0.6791
2250	96.450	0.6827
2275	97.650	0.6871
2300	96.550	0.6893
2325	97.500	0.6900
2350	97.350	0.6924
2375	97.300	0.6955
2400	97.000	0.6968
2425	97.100	0.6957
2450	96.550	0.7001
2475	97.350	0.6989
2500	97.650	0.7024
2525	96.700	0.7058
2550	97.100	0.7073
2575	96.850	0.7098
2600	96.700	0.7113
2625	97.050	0.7120
2650	97.600	0.7134
2675	95.900	0.7153
2700	96.000	0.7177
2725	97.000	0.7189
2750	96.950	0.7207
2775	96.200	0.7204
2800	97.050	0.7214
2825	96.750	0.7225
2850	96.150	0.7253
2875	97.300	0.7267
2900	96.500	0.7273
2925	96.600	0.7277
2950	96.850	0.7296
2975	96.650	0.7314
3000	96.750	0.7338
3025	96.550	0.7343
3050	96.200	0.7364
3075	96.750	0.7389
3100	95.850	0.7408
3125	96.650	0.7424
3150	96.700	0.7431
3175	96.500	0.7448
3200	96.200	0.7454
3225	96.750	0.7464
3250	96.600	0.7470
3275	96.750	0.7483
3300	96.250	0.7504
3325	96.350	0.7516
3350	95.600	0.7522
3375	95.700	0.7539
3400	96.600	0.7545
3425	96.300	0.7533
3450	96.850	0.7568
3475	96.600	0.7569
3500	96.600	0.7586
3525	96.600	0.7575
3550	96.350	0.7607
3575	95.600	0.7613
3600	96.400	0.7616
3625	96.750	0.7627
3650	96.150	0.7623
3675	96.350	0.7650
3700	96.750	0.7671
3725	97.400	0.7670
3750	96.200	0.7681
3775	96.000	0.7701
3800	96.700	0.7697
3825	96.300	0.7701
3850	97.150	0.7729
3875	95.800	0.7717
3900	97.300	0.7734
3925	96.100	0.7723
