# tag=p131072_s9 N=131072 epochs=8000 mut=262144 rngseed=9 seedfrac=0.000
# epoch	selfcopy%	entropy4
0	0.000	0.9975
25	0.000	0.9944
50	0.000	0.9925
75	0.050	0.9897
100	0.000	0.9883
125	0.050	0.9853
150	0.000	0.9849
175	0.000	0.9819
200	0.000	0.9795
225	0.000	0.9796
250	0.000	0.9780
275	0.000	0.9733
300	0.000	0.9758
325	0.000	0.9744
350	0.000	0.9742
375	0.050	0.9723
400	0.000	0.9732
425	0.000	0.9705
450	0.050	0.9708
475	0.000	0.9671
500	0.000	0.9684
525	0.000	0.9685
550	0.000	0.9661
575	0.000	0.9686
600	0.000	0.9675
625	0.000	0.9656
650	0.000	0.9644
675	0.000	0.9666
700	0.000	0.9635
725	0.000	0.9629
750	0.000	0.9602
775	0.000	0.9626
800	0.000	0.9627
825	0.000	0.9606
850	0.050	0.9605
875	0.000	0.9596
900	0.000	0.9597
925	0.000	0.9618
950	0.050	0.9583
975	0.000	0.9589
1000	0.000	0.9609
1025	0.000	0.9593
1050	0.000	0.9607
1075	0.000	0.9572
1100	0.000	0.9568
1125	0.000	0.9549
1150	0.000	0.9576
1175	0.000	0.9566
1200	0.000	0.9563
1225	0.050	0.9574
1250	0.000	0.9569
1275	0.000	0.9556
1300	0.000	0.9564
1325	0.000	0.9543
1350	0.000	0.9558
1375	0.050	0.9565
1400	0.000	0.9547
1425	0.000	0.9562
1450	0.000	0.9548
1475	0.000	0.9555
1500	0.000	0.9523
1525	0.000	0.9527
1550	0.000	0.9547
1575	0.000	0.9542
1600	0.000	0.9548
1625	0.000	0.9514
1650	0.000	0.9533
1675	0.000	0.9544
1700	0.000	0.9542
1725	0.000	0.9548
1750	0.000	0.9536
1775	0.000	0.9529
1800	0.000	0.9511
1825	0.000	0.9528
1850	0.050	0.9511
1875	0.000	0.9519
1900	0.000	0.9528
1925	0.000	0.9541
1950	0.000	0.9533
1975	0.000	0.9528
2000	0.000	0.9534
2025	0.000	0.9519
2050	0.050	0.9528
2075	0.000	0.9530
2100	0.000	0.9516
2125	0.000	0.9559
2150	0.000	0.9536
2175	0.000	0.9530
2200	0.000	0.9529
2225	0.000	0.9538
2250	0.000	0.9543
2275	0.000	0.9548
2300	0.000	0.9559
2325	0.000	0.9530
2350	0.050	0.9526
2375	0.000	0.9525
2400	0.000	0.9516
2425	0.000	0.9505
2450	0.000	0.9535
2475	0.000	0.9533
2500	0.050	0.9534
2525	0.000	0.9537
2550	0.000	0.9531
2575	0.000	0.9517
2600	0.000	0.9530
2625	0.050	0.9543
2650	0.000	0.9554
2675	0.050	0.9529
2700	0.000	0.9538
2725	0.000	0.9527
2750	0.000	0.9542
2775	0.000	0.9526
2800	0.000	0.9542
2825	0.000	0.9543
2850	0.050	0.9526
2875	0.000	0.9553
2900	0.000	0.9546
2925	0.000	0.9558
2950	0.000	0.9557
2975	0.000	0.9553
3000	0.000	0.9562
3025	0.000	0.9569
3050	0.000	0.9571
3075	0.000	0.9564
3100	0.000	0.9555
3125	0.000	0.9561
3150	0.000	0.9588
3175	0.000	0.9552
3200	0.000	0.9569
3225	0.000	0.9562
3250	0.050	0.9547
3275	0.000	0.9580
3300	0.100	0.9584
3325	0.000	0.9573
3350	0.050	0.9582
3375	0.000	0.9551
3400	0.050	0.9564
3425	0.000	0.9577
3450	0.050	0.9579
3475	0.000	0.9563
3500	0.050	0.9550
3525	0.100	0.9583
3550	0.000	0.9582
3575	0.050	0.9563
3600	0.000	0.9573
3625	0.000	0.9573
3650	0.000	0.9610
3675	0.100	0.9593
3700	0.000	0.9615
3725	0.000	0.9584
3750	0.000	0.9592
3775	0.000	0.9599
