# tag=e2p17_s7 N=131072 epochs=8000 mut=262144 rngseed=7 seedfrac=0.000
# epoch	selfcopy%	entropy4
0	0.000	0.9974
25	0.000	0.9946
50	0.050	0.9921
75	0.000	0.9895
100	0.050	0.9877
125	0.000	0.9868
150	0.000	0.9841
175	0.000	0.9842
200	0.000	0.9818
225	0.000	0.9794
250	0.000	0.9795
275	0.000	0.9764
300	0.000	0.9746
325	0.000	0.9756
350	0.000	0.9751
375	0.000	0.9711
400	0.000	0.9741
425	0.000	0.9734
450	0.000	0.9746
475	0.000	0.9692
500	0.000	0.9663
525	0.000	0.9693
550	0.000	0.9689
575	0.000	0.9663
600	0.000	0.9700
625	0.000	0.9667
650	0.000	0.9683
675	0.000	0.9642
700	0.000	0.9652
725	0.050	0.9639
750	0.000	0.9658
775	0.000	0.9667
800	0.000	0.9641
825	0.000	0.9621
850	0.000	0.9648
875	0.000	0.9644
900	0.000	0.9628
925	0.000	0.9630
950	0.000	0.9619
975	0.050	0.9599
1000	0.000	0.9588
1025	0.000	0.9624
1050	0.000	0.9587
1075	0.100	0.9576
1100	0.000	0.9568
1125	0.000	0.9606
1150	0.000	0.9595
1175	0.000	0.9608
1200	0.000	0.9565
1225	0.000	0.9584
1250	0.000	0.9569
1275	0.000	0.9592
1300	0.000	0.9577
1325	0.000	0.9582
1350	0.000	0.9558
1375	0.000	0.9591
1400	0.000	0.9573
1425	0.050	0.9566
1450	0.000	0.9578
1475	0.000	0.9597
1500	0.000	0.9577
1525	0.000	0.9572
1550	0.000	0.9551
1575	0.000	0.9563
1600	0.050	0.9567
1625	0.000	0.9577
1650	0.050	0.9546
1675	0.000	0.9578
1700	0.000	0.9573
1725	0.000	0.9572
1750	0.050	0.9533
1775	0.000	0.9558
1800	0.000	0.9526
1825	0.000	0.9552
1850	0.000	0.9534
1875	0.000	0.9536
1900	0.000	0.9535
1925	0.000	0.9531
1950	0.000	0.9538
1975	0.050	0.9552
2000	0.000	0.9560
2025	0.000	0.9544
2050	0.050	0.9529
2075	0.050	0.9548
2100	0.100	0.9521
2125	0.000	0.9560
2150	0.000	0.9547
2175	0.000	0.9535
2200	0.050	0.9513
2225	0.050	0.9542
2250	0.000	0.9558
2275	0.000	0.9529
2300	0.000	0.9536
2325	0.000	0.9529
2350	0.000	0.9510
2375	0.000	0.9526
2400	0.000	0.9521
2425	0.050	0.9543
2450	0.000	0.9548
2475	0.000	0.9537
2500	0.000	0.9534
2525	0.000	0.9544
2550	0.000	0.9562
2575	0.000	0.9539
2600	0.000	0.9573
2625	0.100	0.9550
2650	0.000	0.9547
2675	0.000	0.9556
2700	0.000	0.9546
2725	0.050	0.9559
2750	0.000	0.9556
2775	0.000	0.9529
2800	0.000	0.9553
2825	0.000	0.9575
2850	0.000	0.9539
2875	0.000	0.9560
2900	0.000	0.9558
2925	0.050	0.9560
2950	0.000	0.9543
2975	0.000	0.9540
3000	0.000	0.9566
3025	0.000	0.9570
3050	0.000	0.9564
3075	0.000	0.9548
3100	0.000	0.9582
3125	0.000	0.9563
3150	0.000	0.9573
3175	0.000	0.9566
3200	0.000	0.9570
3225	0.000	0.9563
3250	0.000	0.9583
3275	0.000	0.9563
3300	0.000	0.9581
3325	0.000	0.9562
3350	0.000	0.9578
3375	0.000	0.9586
3400	0.000	0.9581
3425	0.000	0.9592
3450	0.000	0.9582
3475	0.000	0.9586
3500	0.000	0.9595
3525	0.050	0.9575
3550	0.000	0.9580
3575	0.050	0.9585
3600	0.000	0.9586
3625	0.000	0.9589
3650	0.000	0.9607
3675	0.000	0.9583
3700	0.000	0.9579
3725	0.000	0.9609
3750	0.000	0.9598
3775	0.000	0.9587
3800	0.050	0.9571
3825	0.050	0.9591
3850	0.000	0.9590
3875	0.000	0.9575
3900	0.050	0.9593
3925	0.000	0.9596
3950	0.000	0.9626
3975	0.000	0.9590
4000	0.000	0.9603
4025	0.050	0.9594
4050	0.000	0.9577
4075	0.000	0.9584
4100	0.050	0.9591
4125	0.000	0.9585
4150	0.050	0.9601
4175	0.000	0.9592
4200	0.000	0.9590
4225	0.000	0.9592
4250	0.000	0.9610
4275	0.000	0.9578
4300	0.000	0.9598
4325	0.000	0.9582
4350	0.000	0.9604
4375	0.000	0.9600
4400	0.000	0.9602
4425	0.000	0.9608
4450	0.050	0.9608
4475	0.000	0.9605
4500	0.050	0.9597
4525	0.000	0.9595
4550	0.000	0.9577
4575	0.000	0.9592
4600	0.000	0.9621
4625	0.000	0.9583
4650	0.000	0.9598
4675	0.000	0.9594
4700	0.000	0.9615
4725	0.000	0.9611
4750	0.000	0.9605
4775	0.050	0.9601
4800	0.000	0.9592
4825	0.000	0.9613
4850	0.000	0.9598
4875	0.000	0.9600
4900	0.000	0.9603
4925	0.050	0.9596
4950	0.000	0.9598
4975	0.000	0.9601
5000	0.000	0.9588
5025	0.000	0.9602
5050	0.000	0.9598
5075	0.000	0.9579
5100	0.000	0.9609
5125	0.000	0.9602
5150	0.000	0.9608
5175	0.050	0.9582
5200	0.000	0.9585
5225	0.000	0.9595
5250	0.000	0.9590
5275	0.050	0.9595
5300	0.000	0.9595
5325	0.050	0.9609
5350	0.000	0.9598
5375	0.000	0.9583
5400	0.000	0.9585
5425	0.050	0.9591
5450	0.000	0.9595
5475	0.050	0.9594
5500	0.000	0.9581
5525	0.000	0.9596
5550	0.000	0.9564
5575	0.000	0.9596
5600	0.000	0.9600
5625	0.000	0.9578
5650	0.000	0.9584
5675	0.000	0.9591
5700	0.000	0.9571
5725	0.050	0.9580
5750	0.000	0.9596
5775	0.000	0.9599
5800	0.000	0.9590
5825	0.000	0.9601
5850	0.000	0.9582
5875	0.000	0.9590
5900	0.050	0.9582
5925	0.000	0.9594
5950	0.050	0.9602
5975	0.000	0.9578
6000	0.000	0.9586
6025	0.000	0.9602
6050	0.000	0.9585
6075	0.000	0.9604
6100	0.000	0.9592
6125	0.000	0.9602
6150	0.000	0.9604
6175	0.000	0.9600
6200	0.000	0.9592
6225	0.000	0.9575
6250	0.000	0.9585
6275	0.000	0.9580
6300	0.000	0.9597
6325	0.000	0.9592
6350	0.000	0.9589
6375	0.000	0.9593
6400	0.000	0.9579
6425	0.000	0.9579
6450	0.050	0.9599
6475	0.000	0.9580
6500	0.000	0.9591
6525	0.000	0.9583
6550	0.000	0.9586
6575	0.000	0.9599
6600	0.000	0.9550
6625	0.000	0.9546
6650	0.000	0.9565
6675	0.000	0.9575
6700	0.000	0.9554
6725	0.050	0.9556
6750	0.050	0.9559
6775	0.000	0.9586
6800	0.000	0.9556
