# tag=e2p17_s6 N=131072 epochs=8000 mut=262144 rngseed=6 seedfrac=0.000
# epoch	selfcopy%	entropy4
0	0.000	0.9975
25	0.000	0.9938
50	0.000	0.9913
75	0.000	0.9904
100	0.000	0.9883
125	0.000	0.9870
150	0.000	0.9856
175	0.000	0.9834
200	0.000	0.9828
225	0.000	0.9805
250	0.000	0.9777
275	0.000	0.9776
300	0.000	0.9780
325	0.000	0.9739
350	0.000	0.9758
375	0.000	0.9727
400	0.000	0.9719
425	0.000	0.9738
450	0.000	0.9695
475	0.000	0.9734
500	0.050	0.9662
525	0.000	0.9683
550	0.000	0.9685
575	0.000	0.9674
600	0.000	0.9654
625	0.000	0.9648
650	0.000	0.9645
675	0.000	0.9659
700	0.050	0.9656
725	0.050	0.9603
750	0.000	0.9595
775	0.000	0.9616
800	0.050	0.9629
825	0.000	0.9628
850	0.000	0.9637
875	0.000	0.9613
900	0.000	0.9605
925	0.050	0.9620
950	0.050	0.9569
975	0.000	0.9624
1000	0.000	0.9618
1025	0.000	0.9572
1050	0.000	0.9566
1075	0.000	0.9568
1100	0.000	0.9573
1125	0.000	0.9571
1150	0.000	0.9539
1175	0.000	0.9546
1200	0.000	0.9575
1225	0.000	0.9559
1250	0.000	0.9555
1275	0.000	0.9559
1300	0.000	0.9577
1325	0.000	0.9555
1350	0.000	0.9549
1375	0.000	0.9576
1400	0.000	0.9534
1425	0.000	0.9551
1450	0.000	0.9529
1475	0.000	0.9562
1500	0.000	0.9556
1525	0.050	0.9536
1550	0.000	0.9534
1575	0.000	0.9524
1600	0.000	0.9553
1625	0.050	0.9532
1650	0.050	0.9549
1675	0.000	0.9554
1700	0.000	0.9532
1725	0.050	0.9530
1750	0.000	0.9547
1775	0.000	0.9522
1800	0.000	0.9533
1825	0.000	0.9525
1850	0.050	0.9536
1875	0.000	0.9499
1900	0.000	0.9553
1925	0.000	0.9540
1950	0.000	0.9545
1975	0.000	0.9541
2000	0.000	0.9512
2025	0.000	0.9522
2050	0.000	0.9554
2075	0.000	0.9547
2100	0.000	0.9535
2125	0.000	0.9519
2150	0.000	0.9521
2175	0.000	0.9537
2200	0.050	0.9547
2225	0.000	0.9535
2250	0.000	0.9534
2275	0.000	0.9544
2300	0.000	0.9532
2325	0.000	0.9528
2350	0.000	0.9572
2375	0.000	0.9531
2400	0.000	0.9526
2425	0.000	0.9559
2450	0.000	0.9536
2475	0.000	0.9545
2500	0.050	0.9523
2525	0.000	0.9540
2550	0.000	0.9556
2575	0.000	0.9539
2600	0.000	0.9549
2625	0.000	0.9548
2650	0.000	0.9563
2675	0.050	0.9560
2700	0.000	0.9539
2725	0.000	0.9536
2750	0.050	0.9555
2775	0.050	0.9534
2800	0.100	0.9538
2825	0.000	0.9554
2850	0.000	0.9565
2875	0.000	0.9546
2900	0.000	0.9559
2925	0.000	0.9562
2950	0.000	0.9532
2975	0.000	0.9557
3000	0.050	0.9556
3025	0.000	0.9550
3050	0.000	0.9541
3075	0.100	0.9561
3100	0.000	0.9553
3125	0.000	0.9562
3150	0.000	0.9569
3175	0.000	0.9560
3200	0.000	0.9567
3225	0.000	0.9558
3250	0.050	0.9560
3275	0.000	0.9566
3300	0.000	0.9573
3325	0.000	0.9600
3350	0.050	0.9561
3375	0.000	0.9557
3400	0.000	0.9576
3425	0.000	0.9562
3450	0.050	0.9586
3475	0.000	0.9582
3500	0.000	0.9581
3525	0.000	0.9587
3550	0.000	0.9566
3575	0.000	0.9575
3600	0.000	0.9574
3625	0.050	0.9571
3650	0.000	0.9572
3675	0.000	0.9587
3700	0.000	0.9584
3725	0.000	0.9585
3750	0.000	0.9583
3775	0.000	0.9588
3800	0.000	0.9610
3825	0.000	0.9601
3850	0.000	0.9577
3875	0.000	0.9572
3900	0.050	0.9580
3925	0.000	0.9588
3950	0.050	0.9612
3975	0.000	0.9588
4000	0.000	0.9589
4025	0.000	0.9602
4050	0.000	0.9591
4075	0.000	0.9596
4100	0.050	0.9581
4125	0.000	0.9600
4150	0.000	0.9599
4175	0.000	0.9599
4200	0.100	0.9605
4225	0.000	0.9593
4250	0.050	0.9575
4275	0.000	0.9585
4300	0.050	0.9593
4325	0.000	0.9611
4350	0.000	0.9585
4375	0.050	0.9587
4400	0.000	0.9602
4425	0.000	0.9601
4450	0.050	0.9590
4475	0.000	0.9584
4500	0.000	0.9605
