# tag=n98304_s1 N=98304 epochs=12000 mut=262144 rngseed=1 seedfrac=0.000
# epoch	selfcopy%	entropy4
0	0.050	0.9969
25	0.000	0.9936
50	0.000	0.9909
75	0.000	0.9907
100	0.000	0.9866
125	0.050	0.9857
150	0.000	0.9842
175	0.000	0.9815
200	0.000	0.9810
225	0.000	0.9818
250	0.000	0.9773
275	0.000	0.9750
300	0.000	0.9764
325	0.000	0.9753
350	0.000	0.9743
375	0.000	0.9736
400	0.000	0.9724
425	0.000	0.9714
450	0.000	0.9706
475	0.000	0.9690
500	0.000	0.9719
525	0.000	0.9694
550	0.050	0.9664
575	0.000	0.9688
600	0.050	0.9676
625	0.000	0.9655
650	0.000	0.9660
675	0.000	0.9644
700	0.000	0.9653
725	0.000	0.9645
750	0.000	0.9653
775	0.000	0.9613
800	0.000	0.9665
825	0.000	0.9625
850	0.000	0.9607
875	0.000	0.9629
900	0.050	0.9655
925	0.000	0.9609
950	0.000	0.9615
975	0.000	0.9632
1000	0.050	0.9599
1025	0.000	0.9630
1050	0.000	0.9621
1075	0.000	0.9617
1100	0.000	0.9607
1125	0.000	0.9601
1150	0.000	0.9619
1175	0.000	0.9608
1200	0.050	0.9574
1225	0.000	0.9586
1250	0.050	0.9541
1275	0.000	0.9567
1300	0.000	0.9544
1325	0.000	0.9571
1350	0.000	0.9562
1375	0.000	0.9559
1400	0.000	0.9566
1425	0.000	0.9573
1450	0.000	0.9559
1475	0.000	0.9547
1500	0.000	0.9563
1525	0.050	0.9546
1550	0.000	0.9534
1575	0.000	0.9538
1600	0.000	0.9543
1625	0.000	0.9566
1650	0.050	0.9556
1675	0.000	0.9505
1700	0.000	0.9537
1725	0.050	0.9547
1750	0.000	0.9567
1775	0.000	0.9555
1800	0.000	0.9562
1825	0.000	0.9559
1850	0.000	0.9541
1875	0.000	0.9514
1900	0.000	0.9534
1925	0.000	0.9555
1950	0.000	0.9541
1975	0.000	0.9540
2000	0.000	0.9545
2025	0.000	0.9533
2050	0.000	0.9531
2075	0.000	0.9548
2100	0.000	0.9538
2125	0.000	0.9533
2150	0.000	0.9552
2175	0.000	0.9531
2200	0.000	0.9543
2225	0.000	0.9526
2250	0.000	0.9532
2275	0.000	0.9521
2300	0.000	0.9527
2325	0.000	0.9534
2350	0.000	0.9511
2375	0.000	0.9506
2400	0.000	0.9508
2425	0.000	0.9544
2450	0.000	0.9541
2475	0.000	0.9528
2500	0.000	0.9541
2525	0.000	0.9528
2550	0.000	0.9548
2575	0.000	0.9516
2600	0.050	0.9528
2625	0.000	0.9526
2650	0.000	0.9527
