# tag=n65536_s2 N=65536 epochs=20000 mut=262144 rngseed=2 seedfrac=0.000
# epoch	selfcopy%	entropy4
0	0.000	0.9958
25	0.000	0.9926
50	0.000	0.9905
75	0.000	0.9888
100	0.000	0.9858
125	0.000	0.9835
150	0.000	0.9837
175	0.000	0.9817
200	0.000	0.9811
225	0.000	0.9799
250	0.000	0.9779
275	0.000	0.9789
300	0.000	0.9727
325	0.000	0.9741
350	0.000	0.9705
375	0.050	0.9707
400	0.000	0.9719
425	0.000	0.9702
450	0.000	0.9694
475	0.000	0.9697
500	0.000	0.9707
525	0.050	0.9673
550	0.000	0.9668
575	0.050	0.9641
600	0.000	0.9667
625	0.000	0.9671
650	0.000	0.9648
675	0.000	0.9661
700	0.050	0.9610
725	0.000	0.9645
750	0.000	0.9630
775	0.000	0.9634
800	0.000	0.9595
825	0.000	0.9605
850	0.000	0.9596
875	0.050	0.9609
900	0.000	0.9603
925	0.000	0.9565
950	0.000	0.9601
975	0.000	0.9595
1000	0.000	0.9599
1025	0.000	0.9595
1050	0.000	0.9584
1075	0.000	0.9611
1100	0.000	0.9579
1125	0.050	0.9591
1150	0.000	0.9570
1175	0.000	0.9539
1200	0.000	0.9566
1225	0.000	0.9562
1250	0.000	0.9540
1275	0.000	0.9588
1300	0.050	0.9560
1325	0.000	0.9546
1350	0.000	0.9570
1375	0.000	0.9546
1400	0.000	0.9548
1425	0.000	0.9560
1450	0.000	0.9540
1475	0.000	0.9524
1500	0.000	0.9515
1525	0.000	0.9558
1550	0.050	0.9496
1575	0.000	0.9514
1600	0.050	0.9526
1625	0.000	0.9508
1650	0.000	0.9516
1675	0.000	0.9511
1700	0.000	0.9512
1725	0.050	0.9505
1750	0.000	0.9478
1775	0.000	0.9510
1800	0.000	0.9511
1825	0.000	0.9511
1850	0.050	0.9520
1875	0.000	0.9498
1900	0.000	0.9521
1925	0.000	0.9534
1950	0.000	0.9517
1975	0.050	0.9494
2000	0.000	0.9493
2025	0.000	0.9530
2050	0.000	0.9505
2075	0.000	0.9538
2100	0.000	0.9526
2125	0.000	0.9511
2150	0.000	0.9528
2175	0.050	0.9526
2200	0.000	0.9484
2225	0.000	0.9506
2250	0.000	0.9530
2275	0.000	0.9524
2300	0.000	0.9510
2325	0.000	0.9513
2350	0.000	0.9533
2375	0.000	0.9540
2400	0.000	0.9523
2425	0.000	0.9533
2450	0.000	0.9541
2475	0.000	0.9503
2500	0.000	0.9525
2525	0.000	0.9523
2550	0.000	0.9541
2575	0.000	0.9538
2600	0.000	0.9532
2625	0.050	0.9517
2650	0.000	0.9532
2675	0.050	0.9519
2700	0.000	0.9539
2725	0.000	0.9518
2750	0.000	0.9545
2775	0.000	0.9543
2800	0.000	0.9520
2825	0.050	0.9548
2850	0.050	0.9538
2875	0.000	0.9528
2900	0.000	0.9542
2925	0.050	0.9537
2950	0.000	0.9529
2975	0.000	0.9523
3000	0.000	0.9546
3025	0.000	0.9511
3050	0.000	0.9571
3075	0.000	0.9549
3100	0.000	0.9549
3125	0.000	0.9560
3150	0.000	0.9568
3175	0.000	0.9550
3200	0.150	0.9543
3225	0.050	0.9569
3250	0.000	0.9557
3275	0.000	0.9538
3300	0.000	0.9560
3325	0.000	0.9557
3350	0.000	0.9551
3375	0.000	0.9567
3400	0.000	0.9565
3425	0.050	0.9567
3450	0.000	0.9553
3475	0.000	0.9573
3500	0.000	0.9558
3525	0.000	0.9577
3550	0.000	0.9560
3575	0.000	0.9584
3600	0.000	0.9572
3625	0.000	0.9553
3650	0.000	0.9550
3675	0.000	0.9558
3700	0.000	0.9560
3725	0.000	0.9573
3750	0.000	0.9561
3775	0.000	0.9586
3800	0.000	0.9568
3825	0.000	0.9579
3850	0.000	0.9547
3875	0.000	0.9550
3900	0.000	0.9563
3925	0.050	0.9577
3950	0.000	0.9582
3975	0.000	0.9563
4000	0.000	0.9559
4025	0.000	0.9568
4050	0.000	0.9578
4075	0.000	0.9574
4100	0.050	0.9578
4125	0.000	0.9578
4150	0.050	0.9595
4175	0.000	0.9595
4200	0.000	0.9595
4225	0.000	0.9580
4250	0.000	0.9591
4275	0.000	0.9585
4300	0.000	0.9577
4325	0.050	0.9571
4350	0.000	0.9581
4375	0.000	0.9580
4400	0.000	0.9564
4425	0.000	0.9575
4450	0.000	0.9568
4475	0.000	0.9595
4500	0.000	0.9568
4525	0.000	0.9574
4550	0.000	0.9590
4575	0.050	0.9577
4600	0.000	0.9587
4625	0.000	0.9596
4650	0.000	0.9587
4675	0.000	0.9579
4700	0.000	0.9592
4725	0.100	0.9590
4750	0.000	0.9574
4775	0.000	0.9592
4800	0.000	0.9608
4825	0.000	0.9567
4850	0.000	0.9570
4875	0.000	0.9577
4900	0.000	0.9598
4925	0.000	0.9587
4950	0.000	0.9598
4975	0.000	0.9608
5000	0.000	0.9590
5025	0.000	0.9601
5050	0.000	0.9600
5075	0.000	0.9586
5100	0.050	0.9587
5125	0.000	0.9603
5150	0.000	0.9585
5175	0.000	0.9582
5200	0.050	0.9596
5225	0.000	0.9580
5250	0.050	0.9569
5275	0.000	0.9572
