# tag=p98304_s8 N=98304 epochs=8000 mut=262144 rngseed=8 seedfrac=0.000
# epoch	selfcopy%	entropy4
0	0.000	0.9973
25	0.000	0.9933
50	0.000	0.9915
75	0.000	0.9891
100	0.000	0.9884
125	0.050	0.9857
150	0.000	0.9835
175	0.000	0.9803
200	0.000	0.9820
225	0.000	0.9790
250	0.000	0.9784
275	0.000	0.9775
300	0.000	0.9762
325	0.000	0.9753
350	0.000	0.9736
375	0.000	0.9742
400	0.000	0.9734
425	0.000	0.9707
450	0.000	0.9696
475	0.000	0.9703
500	0.000	0.9674
525	0.000	0.9675
550	0.000	0.9636
575	0.000	0.9668
600	0.000	0.9655
625	0.050	0.9638
650	0.000	0.9640
675	0.000	0.9633
700	0.000	0.9626
725	0.000	0.9612
750	0.000	0.9634
775	0.000	0.9613
800	0.000	0.9625
825	0.000	0.9631
850	0.000	0.9601
875	0.000	0.9600
900	0.000	0.9608
925	0.000	0.9579
950	0.050	0.9589
975	0.000	0.9580
1000	0.000	0.9592
1025	0.000	0.9602
1050	0.000	0.9560
1075	0.000	0.9589
1100	0.000	0.9585
1125	0.000	0.9536
1150	0.000	0.9580
1175	0.000	0.9534
1200	0.000	0.9577
1225	0.000	0.9542
1250	0.000	0.9561
1275	0.000	0.9564
1300	0.000	0.9571
1325	0.050	0.9527
1350	0.000	0.9516
1375	0.000	0.9554
1400	0.050	0.9553
1425	0.050	0.9553
1450	0.000	0.9555
1475	0.000	0.9543
1500	0.000	0.9515
1525	0.000	0.9550
1550	0.050	0.9545
1575	0.000	0.9555
1600	0.050	0.9552
1625	0.000	0.9542
1650	0.000	0.9520
1675	0.050	0.9546
1700	0.000	0.9524
1725	0.000	0.9550
1750	0.000	0.9533
1775	0.000	0.9529
1800	0.000	0.9522
1825	0.000	0.9511
1850	0.000	0.9523
1875	0.000	0.9523
1900	0.000	0.9526
1925	0.000	0.9542
1950	0.050	0.9547
1975	0.000	0.9545
2000	0.000	0.9515
2025	0.000	0.9529
2050	0.000	0.9547
2075	0.100	0.9539
2100	0.000	0.9519
2125	0.050	0.9540
2150	0.000	0.9539
2175	0.050	0.9512
2200	0.050	0.9527
2225	0.000	0.9539
2250	0.000	0.9528
2275	0.000	0.9532
2300	0.000	0.9540
2325	0.000	0.9541
2350	0.000	0.9529
2375	0.000	0.9511
2400	0.000	0.9525
2425	0.000	0.9546
2450	0.050	0.9562
2475	0.000	0.9557
2500	0.000	0.9533
2525	0.000	0.9548
2550	0.000	0.9549
2575	0.000	0.9552
2600	0.000	0.9567
2625	0.000	0.9550
2650	0.050	0.9563
2675	0.050	0.9566
2700	0.050	0.9563
2725	0.050	0.9559
2750	0.000	0.9550
2775	0.050	0.9569
2800	0.050	0.9554
2825	0.000	0.9559
2850	0.000	0.9551
2875	0.000	0.9563
2900	0.000	0.9547
2925	0.000	0.9538
2950	0.000	0.9534
2975	0.000	0.9563
3000	0.000	0.9573
3025	0.000	0.9562
3050	0.000	0.9580
3075	0.050	0.9571
3100	0.000	0.9557
3125	0.050	0.9570
3150	0.050	0.9569
3175	0.050	0.9581
3200	0.000	0.9580
3225	0.000	0.9578
3250	0.000	0.9573
3275	0.100	0.9534
3300	0.000	0.9559
3325	0.000	0.9555
3350	0.050	0.9578
3375	0.000	0.9581
