# tag=n32768_s1 N=32768 epochs=30000 mut=262144 rngseed=1 seedfrac=0.000
# epoch	selfcopy%	entropy4
0	0.000	0.9924
25	0.000	0.9893
50	0.000	0.9868
75	0.000	0.9854
100	0.000	0.9844
125	0.050	0.9821
150	0.000	0.9800
175	0.000	0.9791
200	0.000	0.9784
225	0.000	0.9757
250	0.000	0.9768
275	0.000	0.9746
300	0.000	0.9718
325	0.000	0.9719
350	0.000	0.9741
375	0.050	0.9692
400	0.000	0.9720
425	0.000	0.9682
450	0.050	0.9691
475	0.050	0.9667
500	0.000	0.9648
525	0.000	0.9658
550	0.000	0.9669
575	0.000	0.9654
600	0.000	0.9638
625	0.000	0.9643
650	0.000	0.9615
675	0.000	0.9618
700	0.000	0.9640
725	0.000	0.9591
750	0.000	0.9613
775	0.000	0.9612
800	0.000	0.9612
825	0.000	0.9616
850	0.000	0.9595
875	0.000	0.9593
900	0.050	0.9605
925	0.000	0.9586
950	0.000	0.9608
975	0.100	0.9594
1000	0.000	0.9568
1025	0.000	0.9585
1050	0.000	0.9567
1075	0.050	0.9584
1100	0.050	0.9586
1125	0.050	0.9572
1150	0.000	0.9572
1175	0.050	0.9544
1200	0.000	0.9589
1225	0.050	0.9559
1250	0.050	0.9585
1275	0.000	0.9569
1300	0.000	0.9559
1325	0.000	0.9555
1350	0.000	0.9586
1375	0.000	0.9540
1400	0.000	0.9555
1425	0.000	0.9525
1450	0.000	0.9560
1475	0.000	0.9542
1500	0.000	0.9563
1525	0.050	0.9524
1550	0.000	0.9556
1575	0.000	0.9557
1600	0.000	0.9533
1625	0.000	0.9545
1650	0.000	0.9534
1675	0.050	0.9542
1700	0.000	0.9552
1725	0.050	0.9552
1750	0.000	0.9552
1775	0.050	0.9552
1800	0.000	0.9556
1825	0.000	0.9511
1850	0.050	0.9508
1875	0.000	0.9537
1900	0.000	0.9537
1925	0.000	0.9494
1950	0.000	0.9526
1975	0.000	0.9515
2000	0.000	0.9515
2025	0.000	0.9506
2050	0.000	0.9540
2075	0.000	0.9491
2100	0.000	0.9527
2125	0.000	0.9532
2150	0.000	0.9509
2175	0.000	0.9541
2200	0.050	0.9545
