# tag=e98304_s3 N=98304 epochs=20000 mut=262144 rngseed=3 seedfrac=0.000
# epoch	selfcopy%	entropy4
0	0.050	0.9968
25	0.000	0.9936
50	0.000	0.9913
75	0.000	0.9907
100	0.000	0.9862
125	0.000	0.9865
150	0.050	0.9827
175	0.000	0.9844
200	0.000	0.9799
225	0.000	0.9810
250	0.000	0.9792
275	0.000	0.9768
300	0.000	0.9755
325	0.000	0.9776
350	0.100	0.9740
375	0.000	0.9726
400	0.000	0.9738
425	0.000	0.9699
450	0.000	0.9701
475	0.000	0.9689
500	0.000	0.9679
525	0.000	0.9679
550	0.000	0.9683
575	0.050	0.9673
600	0.000	0.9654
625	0.000	0.9675
650	0.000	0.9667
675	0.000	0.9648
700	0.000	0.9625
725	0.050	0.9623
750	0.000	0.9634
775	0.000	0.9637
800	0.000	0.9613
825	0.000	0.9602
850	0.000	0.9645
875	0.000	0.9593
900	0.000	0.9608
925	0.050	0.9589
950	0.000	0.9588
975	0.000	0.9587
1000	0.000	0.9593
1025	0.000	0.9603
1050	0.000	0.9621
1075	0.050	0.9585
1100	0.000	0.9611
1125	0.000	0.9580
1150	0.000	0.9598
1175	0.000	0.9611
1200	0.000	0.9582
1225	0.000	0.9555
1250	0.000	0.9557
1275	0.000	0.9580
1300	0.000	0.9587
1325	0.000	0.9576
1350	0.000	0.9549
1375	0.000	0.9553
1400	0.000	0.9574
1425	0.000	0.9551
1450	0.000	0.9560
1475	0.000	0.9565
1500	0.000	0.9575
1525	0.000	0.9562
1550	0.000	0.9544
1575	0.050	0.9520
1600	0.000	0.9550
1625	0.050	0.9548
1650	0.000	0.9575
1675	0.000	0.9527
1700	0.000	0.9537
1725	0.000	0.9544
1750	0.000	0.9516
1775	0.000	0.9536
1800	0.000	0.9547
1825	0.000	0.9561
1850	0.000	0.9548
1875	0.000	0.9569
1900	0.000	0.9540
1925	0.000	0.9543
1950	0.100	0.9537
1975	0.000	0.9575
2000	0.050	0.9539
2025	0.050	0.9522
2050	0.050	0.9504
2075	0.000	0.9547
2100	0.000	0.9536
2125	0.000	0.9531
2150	0.000	0.9528
2175	0.000	0.9515
2200	0.050	0.9547
2225	0.050	0.9536
2250	0.000	0.9531
2275	0.000	0.9507
2300	0.000	0.9540
2325	0.000	0.9551
2350	0.000	0.9548
2375	0.000	0.9539
2400	0.050	0.9504
2425	0.000	0.9528
2450	0.000	0.9537
2475	0.050	0.9531
2500	0.000	0.9516
2525	0.000	0.9525
2550	0.050	0.9529
2575	0.000	0.9526
2600	0.050	0.9538
2625	0.000	0.9542
2650	0.000	0.9539
2675	0.000	0.9567
2700	0.050	0.9512
2725	0.000	0.9545
2750	0.050	0.9550
2775	0.000	0.9562
2800	0.000	0.9564
2825	0.000	0.9558
2850	0.000	0.9544
2875	0.000	0.9544
2900	0.000	0.9541
2925	0.000	0.9551
2950	0.000	0.9554
2975	0.050	0.9544
3000	0.000	0.9564
3025	0.000	0.9573
3050	0.000	0.9541
3075	0.000	0.9579
3100	0.000	0.9565
3125	0.000	0.9553
3150	0.050	0.9559
3175	0.050	0.9561
3200	0.000	0.9554
3225	0.000	0.9567
3250	0.000	0.9559
3275	0.000	0.9555
3300	0.000	0.9560
3325	0.000	0.9577
3350	0.000	0.9562
3375	0.000	0.9564
3400	0.000	0.9561
3425	0.000	0.9590
3450	0.000	0.9559
3475	0.000	0.9545
3500	0.000	0.9570
3525	0.000	0.9584
3550	0.050	0.9585
3575	0.000	0.9576
3600	0.000	0.9562
3625	0.000	0.9556
3650	0.000	0.9562
3675	0.050	0.9574
3700	0.000	0.9579
3725	0.000	0.9579
3750	0.000	0.9583
3775	0.000	0.9588
3800	0.050	0.9574
3825	0.000	0.9566
3850	0.000	0.9582
3875	0.050	0.9579
3900	0.000	0.9567
3925	0.000	0.9587
3950	0.000	0.9573
3975	0.050	0.9560
4000	0.050	0.9598
4025	0.050	0.9583
4050	0.000	0.9599
4075	0.000	0.9584
4100	0.000	0.9600
4125	0.050	0.9588
4150	0.000	0.9573
4175	0.000	0.9582
4200	0.000	0.9585
4225	0.000	0.9577
4250	0.000	0.9596
4275	0.000	0.9601
4300	0.000	0.9592
4325	0.000	0.9586
4350	0.000	0.9591
4375	0.000	0.9577
4400	0.000	0.9588
4425	0.000	0.9584
4450	0.000	0.9595
4475	0.000	0.9585
4500	0.000	0.9582
4525	0.000	0.9598
4550	0.100	0.9592
4575	0.000	0.9585
4600	0.000	0.9588
4625	0.050	0.9587
4650	0.000	0.9580
4675	0.000	0.9597
4700	0.000	0.9589
4725	0.000	0.9582
4750	0.000	0.9588
4775	0.000	0.9595
4800	0.000	0.9610
4825	0.000	0.9600
4850	0.000	0.9583
4875	0.000	0.9567
4900	0.000	0.9606
4925	0.100	0.9579
4950	0.050	0.9579
4975	0.050	0.9589
5000	0.000	0.9590
5025	0.000	0.9586
5050	0.000	0.9571
5075	0.000	0.9586
5100	0.000	0.9597
5125	0.000	0.9586
5150	0.000	0.9579
5175	0.050	0.9599
5200	0.000	0.9587
5225	0.000	0.9590
5250	0.000	0.9587
5275	0.000	0.9572
5300	0.000	0.9570
5325	0.000	0.9571
5350	0.000	0.9577
5375	0.000	0.9582
5400	0.000	0.9578
5425	0.000	0.9559
5450	0.000	0.9592
5475	0.000	0.9571
5500	0.000	0.9574
5525	0.000	0.9588
5550	0.000	0.9579
5575	0.000	0.9569
5600	0.000	0.9561
5625	0.050	0.9576
5650	0.000	0.9586
5675	0.000	0.9572
5700	0.000	0.9565
5725	0.000	0.9581
5750	0.000	0.9583
5775	0.000	0.9568
5800	0.050	0.9572
5825	0.000	0.9561
5850	0.000	0.9567
5875	0.000	0.9578
5900	0.000	0.9561
5925	0.000	0.9572
5950	0.000	0.9590
5975	0.000	0.9579
6000	0.000	0.9571
6025	0.000	0.9563
6050	0.050	0.9566
6075	0.050	0.9569
6100	0.000	0.9562
6125	0.000	0.9561
6150	0.000	0.9579
6175	0.050	0.9563
6200	0.000	0.9577
6225	0.000	0.9558
6250	0.000	0.9574
6275	0.000	0.9573
6300	0.000	0.9571
6325	0.000	0.9577
6350	0.000	0.9592
6375	0.000	0.9570
6400	0.000	0.9581
6425	0.000	0.9570
6450	0.000	0.9584
6475	0.000	0.9561
6500	0.000	0.9588
6525	0.000	0.9570
6550	0.000	0.9570
6575	0.000	0.9582
6600	0.050	0.9581
6625	0.000	0.9570
6650	0.000	0.9577
6675	0.000	0.9589
6700	0.000	0.9585
6725	0.000	0.9602
6750	0.000	0.9568
6775	0.000	0.9574
6800	0.000	0.9576
6825	0.000	0.9580
6850	0.050	0.9561
6875	0.000	0.9563
6900	0.050	0.9567
6925	0.000	0.9553
6950	0.000	0.9548
6975	0.000	0.9574
7000	0.050	0.9575
7025	0.000	0.9560
7050	0.000	0.9573
7075	0.000	0.9573
7100	0.000	0.9580
7125	0.000	0.9576
7150	0.000	0.9579
7175	0.000	0.9571
7200	0.050	0.9573
7225	0.000	0.9589
7250	0.000	0.9562
7275	0.000	0.9569
7300	0.000	0.9568
7325	0.000	0.9551
7350	0.000	0.9550
7375	0.000	0.9552
7400	0.000	0.9564
7425	0.000	0.9576
7450	0.000	0.9576
7475	0.000	0.9557
7500	0.050	0.9571
7525	0.050	0.9572
7550	0.000	0.9566
7575	0.000	0.9556
7600	0.000	0.9555
7625	0.000	0.9560
7650	0.050	0.9557
7675	0.000	0.9570
7700	0.000	0.9558
7725	0.000	0.9576
7750	0.000	0.9559
7775	0.000	0.9572
7800	0.000	0.9580
7825	0.000	0.9562
7850	0.000	0.9555
7875	0.000	0.9565
7900	0.050	0.9555
7925	0.000	0.9550
7950	0.000	0.9547
7975	0.000	0.9573
8000	0.050	0.9565
8025	0.000	0.9562
8050	0.000	0.9550
8075	0.050	0.9562
8100	0.000	0.9559
8125	0.000	0.9556
8150	0.000	0.9559
8175	0.000	0.9572
8200	0.000	0.9565
8225	0.000	0.9551
8250	0.000	0.9579
8275	0.000	0.9556
8300	0.050	0.9561
8325	0.000	0.9563
8350	0.050	0.9580
8375	0.000	0.9552
8400	0.000	0.9569
8425	0.000	0.9561
8450	0.000	0.9552
8475	0.050	0.9552
8500	0.000	0.9554
8525	0.000	0.9545
8550	0.000	0.9546
8575	0.000	0.9566
8600	0.000	0.9554
8625	0.000	0.9535
8650	0.000	0.9538
8675	0.000	0.9556
8700	0.000	0.9544
8725	0.000	0.9557
8750	0.000	0.9548
8775	0.000	0.9554
8800	0.000	0.9565
8825	0.000	0.9544
8850	0.000	0.9559
8875	0.000	0.9569
8900	0.000	0.9560
8925	0.000	0.9542
8950	0.000	0.9546
8975	0.050	0.9542
9000	0.050	0.9552
9025	0.000	0.9548
9050	0.000	0.9556
9075	0.000	0.9547
9100	0.000	0.9554
9125	0.000	0.9569
9150	0.000	0.9542
9175	0.000	0.9537
9200	0.000	0.9544
9225	0.000	0.9568
9250	0.000	0.9553
9275	0.000	0.9564
9300	0.000	0.9539
9325	0.000	0.9541
9350	0.050	0.9541
9375	0.050	0.9539
9400	0.000	0.9526
9425	0.000	0.9528
9450	0.000	0.9540
9475	0.000	0.9543
9500	0.000	0.9546
9525	0.000	0.9521
9550	0.000	0.9530
9575	0.050	0.9558
9600	0.000	0.9540
9625	0.000	0.9552
9650	0.000	0.9547
9675	0.000	0.9522
9700	0.050	0.9542
9725	0.000	0.9533
9750	0.050	0.9540
9775	0.050	0.9536
9800	0.050	0.9529
9825	0.000	0.9540
9850	0.000	0.9549
9875	0.000	0.9518
9900	0.000	0.9562
9925	0.000	0.9544
9950	0.000	0.9542
9975	0.050	0.9541
10000	0.000	0.9527
10025	0.000	0.9548
10050	0.000	0.9547
10075	0.000	0.9551
10100	0.000	0.9526
10125	0.000	0.9538
10150	0.000	0.9527
10175	0.000	0.9532
10200	0.000	0.9541
10225	0.000	0.9541
10250	0.000	0.9536
10275	0.050	0.9536
10300	0.000	0.9558
10325	0.000	0.9531
10350	0.000	0.9555
10375	0.000	0.9543
10400	0.000	0.9540
10425	0.000	0.9541
10450	0.000	0.9556
10475	0.000	0.9554
10500	0.050	0.9521
10525	0.000	0.9535
10550	0.000	0.9511
10575	0.000	0.9533
10600	0.000	0.9543
10625	0.050	0.9544
10650	0.050	0.9550
10675	0.050	0.9549
10700	0.050	0.9546
10725	0.000	0.9518
10750	0.050	0.9531
10775	0.000	0.9518
10800	0.000	0.9534
10825	0.000	0.9524
10850	0.000	0.9521
10875	0.050	0.9515
10900	0.000	0.9534
10925	0.050	0.9542
10950	0.000	0.9557
10975	0.000	0.9538
11000	0.000	0.9527
11025	0.050	0.9550
11050	0.000	0.9535
11075	0.000	0.9533
11100	0.000	0.9532
11125	0.000	0.9536
11150	0.000	0.9533
11175	0.000	0.9532
11200	0.000	0.9520
11225	0.000	0.9517
11250	0.000	0.9530
11275	0.000	0.9538
11300	0.000	0.9549
11325	0.000	0.9523
11350	0.000	0.9562
11375	0.000	0.9541
11400	0.000	0.9515
11425	0.000	0.9525
11450	0.000	0.9525
11475	0.000	0.9525
11500	0.000	0.9518
11525	0.000	0.9558
11550	0.000	0.9520
11575	0.000	0.9537
11600	0.000	0.9532
11625	0.000	0.9528
11650	0.000	0.9522
11675	0.000	0.9537
11700	0.000	0.9543
11725	0.000	0.9541
11750	0.050	0.9528
11775	0.000	0.9535
11800	0.000	0.9520
11825	0.050	0.9523
11850	0.000	0.9517
11875	0.000	0.9538
11900	0.000	0.9519
11925	0.000	0.9509
11950	0.000	0.9535
11975	0.000	0.9532
12000	0.050	0.9519
