# tag=p98304_s6 N=98304 epochs=8000 mut=262144 rngseed=6 seedfrac=0.000
# epoch	selfcopy%	entropy4
0	0.000	0.9970
25	0.050	0.9937
50	0.000	0.9908
75	0.050	0.9899
100	0.000	0.9862
125	0.000	0.9865
150	0.050	0.9829
175	0.000	0.9821
200	0.000	0.9824
225	0.000	0.9815
250	0.000	0.9768
275	0.000	0.9775
300	0.000	0.9764
325	0.000	0.9756
350	0.000	0.9739
375	0.000	0.9719
400	0.000	0.9704
425	0.000	0.9748
450	0.050	0.9692
475	0.000	0.9691
500	0.000	0.9719
525	0.000	0.9700
550	0.000	0.9690
575	0.000	0.9696
600	0.000	0.9712
625	0.000	0.9709
650	0.000	0.9664
675	0.000	0.9656
700	0.000	0.9641
725	0.000	0.9635
750	0.000	0.9633
775	0.000	0.9635
800	0.000	0.9646
825	0.000	0.9661
850	0.000	0.9642
875	0.000	0.9656
900	0.000	0.9625
925	0.000	0.9632
950	0.050	0.9612
975	0.050	0.9611
1000	0.000	0.9560
1025	0.000	0.9577
1050	0.000	0.9607
1075	0.000	0.9589
1100	0.000	0.9574
1125	0.000	0.9588
1150	0.050	0.9590
1175	0.000	0.9563
1200	0.000	0.9590
1225	0.000	0.9603
1250	0.000	0.9580
1275	0.000	0.9548
1300	0.000	0.9561
1325	0.000	0.9537
1350	0.000	0.9536
1375	0.050	0.9564
1400	0.050	0.9543
1425	0.000	0.9568
1450	0.050	0.9551
1475	0.000	0.9518
1500	0.050	0.9529
1525	0.000	0.9523
1550	0.000	0.9502
1575	0.000	0.9529
1600	0.000	0.9519
1625	0.000	0.9535
1650	0.000	0.9526
1675	0.000	0.9503
1700	0.000	0.9554
1725	0.050	0.9522
1750	0.000	0.9543
1775	0.000	0.9522
1800	0.000	0.9524
1825	0.000	0.9497
1850	0.000	0.9511
1875	0.050	0.9527
1900	0.000	0.9542
1925	0.000	0.9534
1950	0.000	0.9504
1975	0.000	0.9524
2000	0.000	0.9522
2025	0.000	0.9502
2050	0.050	0.9519
2075	0.000	0.9510
2100	0.000	0.9527
2125	0.050	0.9524
2150	0.000	0.9518
2175	0.000	0.9507
2200	0.000	0.9498
2225	0.000	0.9498
2250	0.000	0.9522
2275	0.000	0.9542
2300	0.000	0.9512
2325	0.000	0.9536
2350	0.000	0.9533
2375	0.000	0.9524
2400	0.000	0.9528
2425	0.000	0.9523
2450	0.050	0.9524
2475	0.000	0.9548
2500	0.000	0.9518
2525	0.000	0.9534
2550	0.000	0.9540
2575	0.000	0.9540
2600	0.000	0.9525
2625	0.000	0.9543
2650	0.000	0.9512
2675	0.000	0.9527
2700	0.050	0.9534
2725	0.000	0.9544
2750	0.000	0.9533
2775	0.050	0.9528
2800	0.050	0.9556
2825	0.000	0.9534
2850	0.000	0.9541
2875	0.000	0.9543
2900	0.000	0.9549
2925	0.000	0.9532
2950	0.000	0.9566
2975	0.000	0.9568
3000	0.000	0.9556
3025	0.000	0.9554
3050	0.000	0.9520
3075	0.000	0.9535
3100	0.000	0.9560
3125	0.050	0.9562
3150	0.050	0.9553
3175	0.050	0.9551
3200	0.000	0.9568
3225	0.000	0.9583
3250	0.000	0.9553
3275	0.000	0.9558
3300	0.050	0.9570
3325	0.100	0.9554
3350	0.000	0.9540
3375	0.000	0.9571
3400	0.050	0.9564
3425	0.000	0.9560
3450	0.000	0.9562
3475	0.000	0.9569
3500	0.000	0.9555
3525	0.000	0.9585
3550	0.000	0.9573
3575	0.000	0.9575
3600	0.050	0.9590
3625	0.000	0.9596
3650	0.000	0.9571
3675	0.000	0.9584
3700	0.000	0.9582
3725	0.000	0.9577
3750	0.000	0.9574
3775	0.000	0.9575
3800	0.000	0.9569
3825	0.000	0.9574
3850	0.050	0.9585
3875	0.050	0.9589
3900	0.000	0.9576
3925	0.000	0.9587
3950	0.000	0.9585
3975	0.000	0.9591
4000	0.000	0.9607
4025	0.000	0.9586
4050	0.000	0.9595
4075	0.000	0.9600
4100	0.000	0.9593
4125	0.000	0.9585
4150	0.000	0.9598
4175	0.000	0.9586
4200	0.050	0.9599
4225	0.000	0.9601
4250	0.000	0.9584
4275	0.000	0.9588
4300	0.000	0.9595
4325	0.050	0.9596
4350	0.000	0.9599
4375	0.000	0.9579
4400	0.000	0.9599
4425	0.000	0.9589
4450	0.000	0.9597
4475	0.000	0.9586
4500	0.000	0.9599
4525	0.000	0.9580
4550	0.000	0.9596
4575	0.050	0.9592
4600	0.000	0.9584
4625	0.000	0.9579
4650	0.000	0.9584
4675	0.050	0.9587
4700	0.000	0.9586
4725	0.000	0.9582
4750	0.000	0.9588
4775	0.000	0.9566
4800	0.000	0.9594
4825	0.050	0.9594
4850	0.000	0.9596
4875	0.000	0.9587
4900	0.000	0.9573
4925	0.000	0.9589
4950	0.000	0.9594
4975	0.000	0.9578
5000	0.050	0.9578
5025	0.000	0.9575
5050	0.000	0.9592
5075	0.050	0.9583
5100	0.000	0.9581
5125	0.000	0.9607
5150	0.000	0.9590
5175	0.000	0.9591
5200	0.000	0.9598
5225	0.000	0.9589
5250	0.000	0.9559
5275	0.050	0.9595
5300	0.000	0.9563
5325	0.000	0.9589
5350	0.000	0.9587
5375	0.150	0.9582
5400	0.000	0.9580
5425	0.050	0.9581
5450	0.000	0.9586
5475	0.000	0.9565
5500	0.000	0.9578
5525	0.000	0.9570
5550	0.000	0.9574
5575	0.000	0.9568
5600	0.050	0.9554
5625	0.000	0.9569
5650	0.000	0.9582
5675	0.000	0.9579
5700	0.100	0.9580
5725	0.000	0.9590
5750	0.000	0.9590
5775	0.050	0.9596
5800	0.000	0.9586
5825	0.000	0.9583
5850	0.000	0.9551
5875	0.000	0.9567
5900	0.000	0.9574
5925	0.000	0.9577
5950	0.000	0.9583
5975	0.000	0.9564
6000	0.000	0.9567
6025	0.000	0.9563
6050	0.000	0.9574
6075	0.000	0.9572
6100	0.000	0.9555
6125	0.000	0.9584
6150	0.000	0.9573
6175	0.000	0.9581
6200	0.000	0.9545
6225	0.000	0.9576
6250	0.000	0.9569
6275	0.050	0.9574
6300	0.050	0.9560
6325	0.050	0.9564
6350	0.000	0.9566
6375	0.050	0.9566
6400	0.050	0.9562
6425	0.000	0.9576
6450	0.000	0.9545
6475	0.050	0.9569
6500	0.000	0.9571
6525	0.000	0.9573
6550	0.000	0.9579
6575	0.000	0.9580
6600	0.000	0.9585
6625	0.000	0.9563
6650	0.000	0.9574
6675	0.050	0.9559
6700	0.000	0.9581
6725	0.000	0.9557
6750	0.050	0.9568
6775	0.000	0.9546
6800	0.050	0.9560
6825	0.000	0.9556
6850	0.000	0.9565
6875	0.000	0.9572
6900	0.000	0.9552
6925	0.000	0.9560
6950	0.000	0.9579
6975	0.000	0.9559
7000	0.050	0.9569
7025	0.000	0.9563
7050	0.000	0.9553
7075	0.000	0.9570
7100	0.000	0.9564
7125	0.000	0.9543
7150	0.000	0.9567
7175	0.000	0.9564
7200	0.000	0.9551
7225	0.000	0.9555
7250	0.000	0.9572
7275	0.000	0.9549
7300	0.000	0.9585
7325	0.000	0.9566
7350	0.000	0.9549
7375	0.000	0.9564
7400	0.000	0.9558
7425	0.000	0.9574
7450	0.000	0.9546
7475	0.000	0.9571
7500	0.000	0.9576
7525	0.000	0.9569
7550	0.000	0.9559
7575	0.000	0.9564
7600	0.000	0.9577
7625	0.000	0.9561
7650	0.000	0.9551
7675	0.000	0.9573
7700	0.050	0.9558
7725	0.000	0.9568
7750	0.000	0.9550
7775	0.000	0.9556
7800	0.000	0.9535
7825	0.000	0.9558
7850	0.000	0.9562
7875	0.000	0.9544
7900	0.000	0.9536
7925	0.000	0.9552
7950	0.000	0.9564
7975	0.000	0.9572
8000	0.000	0.9560
